Customer ID,Full Name,Phone Number,Email ID,Age,Gender,City,Occupation,Employment Type,Annual Income,Existing Products Count,Has Credit Card,Has Personal Loan,Has Car Loan,Has Home Loan,Credit Score,Existing Outstanding Debt,Monthly EMI Outstanding,Requested Loan Type,Requested Amount,Missed Payments (12M),Credit Utilization (%),Years with Bank,Marital Status,Number of Dependents,Residence Type,Employment Tenure (Years),Co-Applicant Income,Existing Loans (Other Banks),Previous Default History,Requested Tenure (Months),Collateral Value,Application Date,KYC Status
CUST00011,Rekha Verma,9199104722,rekha.verma650@hotmail.com,38,Female,Mumbai,Salaried - Healthcare,Salaried,1458933,1,N,Y,N,N,737,285623.98,15032.84,Credit Card,,2,19.2,0.7,Married,2,Owned,1,0,3,Y,12,0,25-02-2026,Verified
CUST00012,Rahul Pandey,,rahul.pandey363@rediffmail.com,47,Female,Ahmedabad,Self Employed - Business,Self-Employed,1458933,1,N,Y,N,N,721,501851.51,8505.96,Personal Loan,329766,0,71.6,5.9,Married,1,Owned,23.9,765402,2,N,24,0,18-03-2026,Verified
CUST00013,Usha Gupta,9930353157,usha.gupta286@outlook.com,62,Female,Coimbatore,Salaried - Healthcare,Salaried,415765,2,Y,N,Y,N,571,9543.6,190.87,Home Loan,4399833,2,34.8,9.2,Married,1,Rented,7.9,0,0,Y,360,5815322,04-08-2026,Verified
CUST00014,Saanvi Gupta,9813219781,saanvi.gupta943@outlook.com,60,Female,Hyderabad,Salaried - It/Tech,Salaried,2427025,1,Y,N,N,N,430,,5173.34,Home Loan,7181754,2,21.5,8.6,Married,3,Owned,6.5,0,1,N,300,9052888,13-12-2025,Verified
CUST00015,Kiran Sethi,9954725078,kiran.sethi754@yahoo.com,63,Male,Surat,Freelancer,Self-Employed,1458933,2,Y,N,Y,N,503,150821,10772.93,Personal Loan,548216,1,78,6.9,Single,2,Rented,11.7,0,0,N,12,0,31-03-2026,Verified
CUST00016,Preeti Tiwari,9656152900,preeti.tiwari476@gmail.com,56,Male,Hyderabad,Business Owner,Self-Employed,859264,0,N,N,N,N,753,52643.01,907.64,Home Loan,,0,20.1,13,Married,2,Rented,8.5,0,0,N,300,7128348,19-01-2026,Verified
CUST00017,Diya Mehta,9679984033,diya.mehta83@yahoo.com,30,Male,Nagpur,Self Employed - Business,Self-Employed,1197383,1,Y,N,N,N,511,598374,16621.5,Credit Card,,4,59.7,7.3,Single,1,Owned,8.1,0,0,N,18,0,02-05-2026,Verified
CUST00018,Saanvi Joshi,9131165166,saanvi.joshi399@outlook.com,63,Female,Kolkata,Business Owner,Self-Employed,1458933,0,N,N,N,N,607,7012,179.8,Personal Loan,958959,1,9.8,5.8,Married,1,Rented,11.6,0,2,N,12,0,23-04-2026,Verified
CUST00019,Shreya Verma,9475767056,shreya.verma230@gmail.com,62,Male,Mumbai,Self Employed - Professional,Self-Employed,1136179,1,N,N,Y,N,417,384462.24,15378.49,Home Loan,7367537,0,40,9.2,Divorced,2,Rented,5.2,584014,2,N,300,9203259,05-12-2025,Verified
CUST00020,Deepak Saxena,9773496394,deepak.saxena249@gmail.com,65,Female,Hyderabad,Salaried - Private,Salaried,1756278,2,Y,N,Y,N,312,,20819.87,Credit Card,247291,6,65.4,12.5,Single,1,Rented,29,756149,0,N,36,0,,Verified
CUST00021,Rekha Rao,9991990632,rekha.rao958@gmail.com,38,Female,Ahmedabad,Business Owner,Self-Employed,1889596,1,Y,N,N,N,663,904548,27410.56,Car Loan,,1,54.1,3,Married,1,Rented,4.3,0,1,N,24,939712,,Verified
CUST00022,Rahul Iyer,9812921644,rahul.iyer596@outlook.com,43,Female,Indore,Freelancer,Self-Employed,1687439,1,Y,N,N,N,497,319480.74,5414.93,Personal Loan,250845,0,51,10.9,Divorced,2,Owned,3.3,320612,0,N,60,0,29-10-2025,Verified
CUST00023,Vihaan Bhatt,9413679331,vihaan.bhatt715@yahoo.com,61,Female,Hyderabad,Salaried - Private,Salaried,1492605,3,Y,N,Y,Y,607,102172,6385.76,Home Loan,5625069,0,64.8,1,Married,2,Owned,29.8,723333,1,N,180,7559662,08-03-2026,Verified
CUST00024,Tanya Iyer,9731924051,tanya.iyer440@outlook.com,57,Male,Hyderabad,Self Employed - Professional,Self-Employed,1185103,3,Y,Y,Y,N,460,1902.6,47.56,Home Loan,3943260,0,32.4,4.4,Single,0,Owned,8.2,0,1,N,180,4953857,31-05-2026,Verified
CUST00025,Ishaan Khanna,,ishaan.khanna847@yahoo.com,25,Female,Kolkata,Salaried - It/Tech,Salaried,1510520,1,Y,N,N,N,578,,10548.46,Home Loan,2174795,1,89.5,11.1,Single,0,Owned,2.8,0,1,N,240,2814319,23-11-2025,Verified
CUST00026,Suresh Kapoor,9398668350,suresh.kapoor186@rediffmail.com,48,Female,Bengaluru,Business Owner,Self-Employed,1759454,3,Y,N,Y,Y,721,,24409.74,Home Loan,,1,48.2,4.9,Married,4,Owned,14,0,1,N,300,9168240,18-05-2026,Verified
CUST00027,Anil Joshi,9771527524,anil.joshi453@gmail.com,34,Female,Coimbatore,Self Employed - Business,Self-Employed,1508081,2,Y,N,Y,N,545,642246,20717.61,Credit Card,309538,0,26.3,12.7,Married,3,Rented,2.3,0,0,N,36,0,30-04-2026,Pending
CUST00028,Rahul Kapoor,9691916368,,33,Male,Bengaluru,Salaried - It/Tech,Salaried,2040394,2,Y,N,N,Y,605,1025268.51,20923.85,Home Loan,,0,51,5.1,Single,1,Company Provided,10.5,0,0,N,300,3188454,25-04-2026,Verified
CUST00029,Preeti Chopra,9514548900,preeti.chopra680@yahoo.com,52,Male,Chennai,Freelancer,Self-Employed,1458933,0,N,N,N,N,767,2597.56,123.69,Home Loan,6992703,6,12.1,11.8,Married,2,Owned,2.7,655768,0,Y,300,9566687,13-09-2025,Verified
CUST00030,Rahul Mishra,,rahul.mishra944@outlook.com,35,Male,Indore,Salaried - Government,Salaried,721557,2,Y,N,N,Y,357,,3628.83,Home Loan,2721127,0,44.1,10.3,Married,0,Rented,5.5,0,0,N,180,3443008,03-01-2026,Verified
CUST00031,Mahesh Sharma,9963968184,,64,Male,Bengaluru,Business Owner,Self-Employed,1749407,1,N,Y,N,N,767,887268.36,36969.51,Home Loan,,0,41.2,5.5,Married,2,Owned,25,0,0,N,120,7650724,07-05-2026,Verified
CUST00032,Lata Iyer,9932945529,lata.iyer819@yahoo.com,59,Female,Ahmedabad,Self Employed - Professional,Self-Employed,1351204,0,N,N,N,N,399,122068,2303.17,Credit Card,181969,3,8.2,5.6,Married,3,Owned,12.6,739885,2,N,24,0,,Verified
CUST00033,Geeta Joshi,9965960427,geeta.joshi303@outlook.com,28,Female,Bengaluru,Self Employed - Business,Self-Employed,1246296,0,N,N,N,N,870,45586.4,1232.06,Credit Card,158652,1,48.2,10.2,Single,2,Rented,6.6,325366,0,Y,24,0,04-07-2026,Verified
CUST00034,Arjun Mishra,,arjun.mishra476@outlook.com,62,Female,Hyderabad,Self Employed - Business,Self-Employed,490198,1,N,N,N,Y,850,39901,973.2,Car Loan,1432865,0,75.5,2.5,Married,0,Rented,12.4,0,0,N,60,1631946,24-12-2025,Verified
CUST00035,Reyansh Pandey,,,24,Female,Jaipur,Self Employed - Professional,Self-Employed,812374,1,N,N,Y,N,321,24653.2,747.07,Personal Loan,182040,3,24.5,12.5,Married,2,Rented,0.9,0,1,N,36,0,08-11-2025,Pending
CUST00036,Shreya Nair,9957397689,shreya.nair179@gmail.com,63,Female,Chennai,Salaried - Private,Salaried,1802577,2,N,Y,N,Y,353,,3607.77,Credit Card,,0,47.6,5.6,Married,1,Owned,18.6,0,2,N,24,0,17-04-2026,Verified
CUST00037,Vivaan Verma,9614302907,vivaan.verma868@hotmail.com,48,Male,Chandigarh,Business Owner,Self-Employed,608242,2,N,N,Y,Y,899,200120,6253.75,Home Loan,,1,48.1,9.2,Married,2,Rented,17.7,0,1,N,300,8933633,,Verified
CUST00038,Neha Chopra,9546665485,neha.chopra748@gmail.com,41,Female,Lucknow,Salaried - It/Tech,Salaried,1869932,1,N,N,N,Y,387,104600,5811.13,Car Loan,572871,1,60.7,8.5,Married,0,Owned,13.4,0,2,N,48,670306,22-02-2026,Verified
CUST00039,Sneha Reddy,9266140258,,35,Male,Kanpur,Freelancer,Self-Employed,1841662,3,Y,Y,Y,N,874,,21115.12,Credit Card,339288,5,83.8,4.2,Married,2,Owned,5,802397,1,N,18,0,,Pending
CUST00040,Sai Yadav,9669601448,sai.yadav221@hotmail.com,47,Male,Lucknow,Self Employed - Business,Self-Employed,1852115,1,Y,N,N,N,353,172891,2881.52,Credit Card,373353,0,47.1,6.5,Single,1,Owned,13.5,233167,1,N,24,0,18-09-2025,Verified
CUST00041,Simran Verma,,simran.verma210@outlook.com,34,Male,Jaipur,Salaried - It/Tech,Salaried,1458933,2,Y,N,N,Y,845,,16084.43,Car Loan,,0,75.5,6.7,Married,0,Owned,5.8,0,1,N,60,475593,08-02-2026,Verified
CUST00042,Swati Kapoor,,swati.kapoor707@outlook.com,26,Female,Hyderabad,Self Employed - Professional,Self-Employed,2127359,0,N,N,N,N,647,47136,2142.56,Credit Card,287640,1,55.4,3.1,Single,1,Company Provided,3.3,227103,0,N,18,0,27-07-2026,Verified
CUST00043,Sunil Mishra,9630554118,,58,Female,Lucknow,Salaried - Healthcare,Salaried,933161,1,Y,N,N,N,357,,12315.7,Car Loan,1268344,1,10.4,12.5,Married,3,Rented,18.6,0,0,N,84,1559017,13-04-2026,Verified
CUST00044,Nisha Mishra,9302120588,nisha.mishra330@rediffmail.com,51,Male,Delhi,Business Owner,Self-Employed,734118,1,N,N,N,Y,476,,302.47,Home Loan,5186137,1,62.9,5.6,Single,1,Rented,20.5,623165,0,N,360,6843600,18-01-2026,Verified
CUST00045,Rekha Pandey,9747145068,rekha.pandey895@yahoo.com,42,Male,Chennai,Salaried - Healthcare,Salaried,1601206,0,N,N,N,N,386,49570.44,1376.96,Car Loan,568002,2,83.8,11.1,Single,2,Rented,9.1,0,0,N,36,635223,01-05-2026,Verified
CUST00046,Krishna Singh,9182855381,,53,Male,Lucknow,Self Employed - Business,Self-Employed,1880077,2,Y,Y,N,N,469,813527.74,58109.12,Home Loan,,2,27.6,6.8,Married,2,Owned,16.2,756468,0,N,240,6011944,14-06-2026,Pending
CUST00047,Neha Chauhan,,neha.chauhan797@hotmail.com,53,Female,Kolkata,Self Employed - Professional,Self-Employed,880485,1,N,Y,N,N,405,375827,8351.71,Credit Card,,0,20.2,6.8,Married,3,Owned,27.3,0,2,Y,36,0,22-09-2025,Verified
CUST00048,Kavya Rao,9514642708,kavya.rao84@outlook.com,35,Male,Lucknow,Salaried - Government,Salaried,1706309,1,N,Y,N,N,442,776890,18497.39,Home Loan,,0,12.5,4,Single,2,Rented,7.5,366076,0,N,300,8725363,10-07-2026,Verified
CUST00049,Ayaan Saxena,9636687537,ayaan.saxena612@rediffmail.com,22,Male,Chennai,Salaried - It/Tech,Salaried,1458933,1,Y,N,N,N,387,659703,18848.66,Credit Card,295806,1,79.7,7.7,Married,3,Owned,0.6,0,1,N,12,0,18-02-2026,Verified
CUST00050,Mahesh Mishra,,mahesh.mishra791@rediffmail.com,42,Male,Delhi,Salaried - Healthcare,Salaried,1719970,1,N,Y,N,N,790,,32597,Credit Card,,3,48.5,4.5,Married,0,Owned,19.6,0,3,N,24,0,13-09-2025,Verified
CUST00051,Aryan Iyer,9483298103,aryan.iyer883@gmail.com,62,Female,Jaipur,Salaried - Government,Salaried,1843584,1,Y,N,N,N,647,,25048.48,Home Loan,4581529,5,54.3,12.1,Single,0,Rented,24.7,0,0,N,240,5619813,30-06-2026,Verified
CUST00052,Rohan Tiwari,9576642996,rohan.tiwari360@hotmail.com,23,Female,Indore,Salaried - It/Tech,Salaried,540577,1,Y,N,N,N,463,,14715.89,Home Loan,,0,27.4,9.7,Married,3,Owned,0.6,0,0,N,120,2317806,24-05-2026,Verified
CUST00053,Ananya Mishra,9399240862,ananya.mishra256@gmail.com,43,Male,Chandigarh,Freelancer,Self-Employed,1923142,1,N,Y,N,N,519,1149690.96,38323.03,Home Loan,,0,86,6.9,Single,1,Owned,0.8,0,0,N,120,4093240,21-01-2026,Verified
CUST00054,Rekha Patel,,rekha.patel727@yahoo.com,44,Male,Hyderabad,Self Employed - Professional,Self-Employed,882491,1,Y,N,N,N,778,425535,9053.93,Personal Loan,691674,4,11.2,6.1,Single,1,Owned,9.6,0,0,N,12,0,13-04-2026,Verified
CUST00055,Divya Shah,9237798236,divya.shah900@rediffmail.com,61,Male,Chennai,Salaried - Education,Salaried,2409163,3,N,Y,Y,Y,468,234122.88,4107.42,Personal Loan,412831,5,54.3,4.4,Married,0,Company Provided,8.5,0,1,N,24,0,25-06-2026,Pending
CUST00056,Ishaan Patel,,ishaan.patel640@rediffmail.com,42,Male,Mumbai,Salaried - Government,Salaried,490680,0,N,N,N,N,885,20441,393.1,Credit Card,281115,4,56.8,9.7,Married,0,Rented,8.7,0,1,N,36,0,30-04-2026,Verified
CUST00057,Diya Bansal,9254263081,diya.bansal321@outlook.com,43,Female,Chennai,Salaried - Healthcare,Salaried,2459983,0,N,N,N,N,553,34655.66,2310.38,Car Loan,1105620,4,44.7,14.4,Single,3,Company Provided,15.9,269507,3,N,48,1270882,,Pending
CUST00058,Sneha Kapoor,,sneha.kapoor221@rediffmail.com,43,Male,Delhi,Salaried - It/Tech,Salaried,1458933,0,N,N,N,N,308,201265.79,5160.66,Personal Loan,975321,0,39.7,6.2,Married,0,Rented,8.2,439762,0,N,60,0,,Verified
CUST00059,Krishna Kumar,9522950895,krishna.kumar383@outlook.com,56,Female,Chennai,Self Employed - Professional,Self-Employed,2435414,3,Y,Y,Y,N,785,758874,36136.86,Personal Loan,393897,5,35.3,6,Single,3,Rented,15.4,0,0,N,48,0,03-09-2025,Verified
CUST00060,Ramesh Kumar,9547256709,,65,Male,Chandigarh,Salaried - It/Tech,Salaried,1458933,1,N,N,Y,N,689,,2022.19,Personal Loan,83104,1,71.5,3,Married,1,Owned,6.4,0,1,N,12,0,22-08-2026,Verified
CUST00061,Dhruv Bhatt,9449019278,dhruv.bhatt679@hotmail.com,54,Female,Lucknow,Self Employed - Business,Self-Employed,2227968,0,N,N,N,N,570,135923,5663.46,Personal Loan,,1,26.4,14.6,Married,1,Owned,21.2,411602,3,N,36,0,20-01-2026,Verified
CUST00062,Ramesh Bhatt,9507693523,ramesh.bhatt918@hotmail.com,43,Female,Surat,Salaried - Private,Salaried,1458933,1,N,Y,N,N,790,193411,4204.59,Car Loan,1478637,2,18,9.3,Married,0,Rented,11.8,0,0,N,84,1692272,09-08-2026,Verified
CUST00063,Aarav Bhatt,9269587940,aarav.bhatt417@hotmail.com,51,Male,Surat,Salaried - Healthcare,Salaried,1497118,1,N,N,Y,N,847,663541,47395.75,Personal Loan,488184,4,21.7,13.8,Divorced,1,Rented,28.1,0,2,N,12,0,25-01-2026,Verified
CUST00064,Reyansh Khanna,,reyansh.khanna292@hotmail.com,62,Female,Chennai,Freelancer,Self-Employed,1458933,1,Y,N,N,N,563,975722,81310.14,Car Loan,918710,1,76.9,2.8,Single,3,Rented,15.6,651942,0,N,48,1136596,29-08-2025,Verified
CUST00065,Rahul Kapoor,9909340042,rahul.kapoor274@outlook.com,40,Male,Jaipur,Salaried - Healthcare,Salaried,1458933,2,Y,Y,N,N,814,715107,12545.73,Car Loan,546238,1,94.4,5.6,Married,4,Rented,8.8,0,0,N,60,656289,01-08-2026,Verified
CUST00066,Anil Rao,,anil.rao773@rediffmail.com,26,Female,Kochi,Salaried - Healthcare,Salaried,627586,1,N,Y,N,N,507,,10269.13,Personal Loan,394056,4,47,10.3,Single,1,Rented,2.4,248958,0,N,60,0,19-04-2026,Verified
CUST00067,Manish Yadav,9123375849,manish.yadav406@outlook.com,21,Male,Bengaluru,Salaried - Private,Salaried,1458933,2,Y,Y,N,N,370,,29261.72,Credit Card,,0,78.1,11.5,Divorced,2,Owned,0.3,0,0,N,36,0,06-03-2026,Verified
CUST00068,Mahesh Bhatia,9679069250,mahesh.bhatia137@outlook.com,28,Male,Coimbatore,Salaried - Education,Salaried,1458933,3,N,Y,Y,Y,605,231724,3995.24,Home Loan,5962182,0,26.8,7,Married,0,Rented,5.4,645148,1,Y,120,7215233,29-09-2025,Verified
CUST00069,Aditya Kapoor,,aditya.kapoor689@gmail.com,36,Male,Nagpur,Business Owner,Self-Employed,1458933,2,Y,N,N,Y,596,,3107.62,Car Loan,972483,0,88.2,14.8,Married,1,Owned,8.5,0,1,N,84,1104196,06-05-2026,Verified
CUST00070,Isha Mishra,9820848547,isha.mishra391@rediffmail.com,41,Female,Indore,Self Employed - Business,Self-Employed,1557823,1,Y,N,N,N,607,801538.48,38168.5,Home Loan,1983384,1,96.9,8.4,Married,0,Owned,13,0,2,N,180,2306446,07-03-2026,Verified
CUST00071,Simran Verma,9178151583,simran.verma193@rediffmail.com,63,Male,Chandigarh,Self Employed - Professional,Self-Employed,1696553,2,Y,N,Y,N,420,760272,12671.2,Home Loan,3535019,2,71.9,6.1,Married,1,Owned,14.1,0,0,N,300,4477105,23-04-2026,Verified
CUST00072,Ananya Khanna,9318106480,ananya.khanna380@outlook.com,47,Male,Ahmedabad,Self Employed - Business,Self-Employed,368031,1,Y,N,N,N,456,43323,1666.26,Home Loan,6279740,3,52.4,9.9,Single,1,Rented,25.1,0,0,N,240,7487437,01-06-2026,Verified
CUST00073,Seema Sethi,9682115008,seema.sethi658@gmail.com,54,Male,Bengaluru,Salaried - Private,Salaried,326775,2,Y,N,Y,N,309,42883,1045.93,Car Loan,426773,1,68.3,9.3,Married,1,Owned,16.7,547063,0,Y,24,490978,18-08-2026,Verified
CUST00074,Preeti Khanna,,preeti.khanna110@gmail.com,54,Male,Ahmedabad,Self Employed - Professional,Self-Employed,1358718,1,N,Y,N,N,715,374189,13858.86,Personal Loan,,2,85.5,9.9,Single,2,Owned,11.6,0,0,N,24,0,07-10-2025,Verified
CUST00075,Saanvi Mishra,9942217648,saanvi.mishra340@rediffmail.com,27,Male,Ahmedabad,Self Employed - Professional,Self-Employed,2294392,1,Y,N,N,N,856,775748,55410.54,Personal Loan,941737,0,96.3,8.9,Single,2,Owned,0.7,330354,2,N,60,0,11-02-2026,Verified
CUST00076,Vinod Singh,9948790854,vinod.singh706@gmail.com,53,Female,Delhi,Salaried - Government,Salaried,1458933,2,Y,Y,N,N,706,1240188,38755.87,Credit Card,352463,0,99.3,7.5,Married,3,Owned,20.5,0,0,N,18,0,26-08-2026,Verified
CUST00077,Vikram Singh,9508021882,vikram.singh729@yahoo.com,45,Female,Kanpur,Salaried - Government,Salaried,683864,1,Y,N,N,N,435,,918.45,Home Loan,,1,43.8,0.6,Married,0,Rented,8,0,0,N,120,8216672,08-06-2026,Verified
CUST00078,Rahul Agarwal,9659531734,rahul.agarwal174@hotmail.com,43,Male,Jaipur,Salaried - It/Tech,Salaried,1425779,2,Y,Y,N,N,795,,19129.88,Car Loan,817136,2,52.1,9.3,Married,0,Owned,4.1,0,0,N,60,912698,25-07-2026,Pending
CUST00079,Krishna Iyer,9444311586,krishna.iyer618@yahoo.com,51,Female,Kolkata,Salaried - Education,Salaried,1638560,1,Y,N,N,N,548,320390.49,11047.95,Home Loan,4561972,0,58.6,9,Married,2,Rented,28.6,0,1,N,240,6194339,30-09-2025,Verified
CUST00080,Kiran Rathi,9539312437,kiran.rathi690@hotmail.com,29,Male,Ahmedabad,Salaried - It/Tech,Salaried,946523,1,N,N,Y,N,790,330664.41,7188.36,Home Loan,6060426,0,97,10.6,Single,2,Company Provided,1.1,648520,0,N,360,8459761,07-08-2026,Verified
CUST00081,Anil Mehta,9954946593,anil.mehta441@gmail.com,43,Male,Jaipur,Self Employed - Professional,Self-Employed,2441931,0,N,N,N,N,683,95512.27,1736.59,Personal Loan,411724,10,50.9,4.6,Single,0,Rented,0.3,0,0,N,24,0,19-05-2026,Verified
CUST00082,Pooja Kumar,9570477095,pooja.kumar740@hotmail.com,41,Male,Surat,Salaried - Private,Salaried,782702,2,Y,N,Y,N,549,,5155.78,Personal Loan,397067,1,96.1,3.6,Married,0,Rented,8.8,610580,0,N,48,0,28-08-2025,Verified
CUST00083,Dhruv Nair,9907803348,dhruv.nair721@gmail.com,57,Male,Coimbatore,Self Employed - Business,Self-Employed,1458933,1,Y,N,N,N,840,1063038,33219.92,Home Loan,6628026,0,15.9,5.4,Married,0,Rented,24.1,0,1,N,240,7817527,29-01-2026,Verified
CUST00084,Kavya Tiwari,9251782582,kavya.tiwari524@hotmail.com,47,Female,Nagpur,Salaried - Education,Salaried,1079107,1,Y,N,N,N,477,359286.03,8355.49,Car Loan,,0,85,9.4,Single,4,Rented,5.3,0,1,N,60,705307,26-03-2026,Verified
CUST00085,Tanya Joshi,9279587066,tanya.joshi85@rediffmail.com,22,Male,Surat,Salaried - Private,Salaried,1458933,2,Y,Y,N,N,807,479191,25220.56,Credit Card,,3,83.2,5.6,Single,0,Rented,0.7,0,0,N,18,0,25-01-2026,Verified
CUST00086,Aditya Kapoor,9382195698,aditya.kapoor357@gmail.com,49,Male,Ahmedabad,Self Employed - Professional,Self-Employed,1770652,0,N,N,N,N,511,144048,9603.19,Car Loan,,0,56.2,5,Single,1,Owned,24.1,0,1,N,60,1747332,14-01-2026,Verified
CUST00087,Krishna Tiwari,9242475723,,41,Male,Nagpur,Business Owner,Self-Employed,896311,1,N,Y,N,N,395,216647.75,3672,Car Loan,1073998,1,51.4,8.8,Single,3,Owned,19.5,0,1,N,72,1213127,02-04-2026,Verified
CUST00088,Anjali Nair,9446673808,anjali.nair849@outlook.com,42,Male,Chandigarh,Salaried - Healthcare,Salaried,1458933,2,Y,N,N,Y,461,133191.48,11099.29,Home Loan,3197168,10,91.4,13.3,Married,3,Rented,2.2,0,0,N,180,3718136,12-07-2026,Verified
CUST00089,Deepak Chauhan,9351410032,deepak.chauhan440@gmail.com,27,Male,Pune,Business Owner,Self-Employed,626898,3,Y,Y,N,Y,651,,7880.68,Personal Loan,550905,0,41.4,11,Married,1,Rented,1.1,0,1,N,24,0,30-09-2025,Verified
CUST00090,Aarav Bansal,,aarav.bansal169@hotmail.com,43,Female,Chennai,Salaried - Education,Salaried,2155492,2,N,Y,Y,N,693,454639.36,11657.42,Car Loan,,0,66.2,3.9,Single,2,Owned,20.7,785303,2,N,72,683362,14-03-2026,Verified
CUST00091,Vihaan Rathi,9952312670,vihaan.rathi978@yahoo.com,52,Female,Hyderabad,Self Employed - Professional,Self-Employed,1458933,2,N,Y,N,Y,669,,67113.7,Home Loan,6267920,0,56.9,2.8,Married,4,Owned,17.7,311807,2,Y,300,8001957,13-07-2026,Verified
CUST00092,Sunil Malhotra,9554810443,sunil.malhotra719@hotmail.com,26,Male,Jaipur,Salaried - Government,Salaried,1458933,2,Y,N,N,Y,634,375065.44,7212.8,Credit Card,,2,74.3,12.7,Married,0,Owned,2.4,0,0,N,18,0,26-10-2025,Verified
CUST00093,Krishna Tiwari,9112187618,,43,Male,Kolkata,Salaried - Healthcare,Salaried,832385,1,N,N,N,Y,330,167314.89,4290.13,Car Loan,,0,72.7,8.7,Married,1,Owned,11.1,0,0,N,24,1718676,06-08-2026,Verified
CUST00094,Karan Yadav,9646346564,karan.yadav3@gmail.com,21,Male,Delhi,Business Owner,Self-Employed,1458933,2,Y,Y,N,N,866,880195.94,15442.03,Home Loan,,0,44.5,10.9,Married,0,Owned,0.3,0,2,N,360,4720997,19-03-2026,Verified
CUST00095,Neha Bhatia,9403124688,neha.bhatia793@outlook.com,41,Male,Coimbatore,Business Owner,Self-Employed,333425,2,Y,Y,N,N,548,92811,1894.1,Home Loan,7981149,3,74.6,8.3,Single,0,Company Provided,0.8,0,1,N,120,11075820,26-08-2025,Verified
CUST00096,Meera Bhatia,9892510222,meera.bhatia745@outlook.com,27,Male,Kochi,Self Employed - Professional,Self-Employed,2060835,2,Y,Y,N,N,395,54283,2087.8,Home Loan,,4,48.6,11.3,Married,2,Rented,2.5,0,0,N,180,8922791,06-01-2026,Verified
CUST00097,Rita Rathi,,rita.rathi718@outlook.com,41,Female,Jaipur,Self Employed - Professional,Self-Employed,1458933,2,N,Y,N,Y,408,60482.86,1475.19,Car Loan,,0,39,11.6,Married,1,Rented,2.1,0,0,N,72,1219440,09-02-2026,Verified
CUST00098,Sanjay Rao,9481975879,sanjay.rao406@rediffmail.com,24,Female,Jaipur,Self Employed - Business,Self-Employed,430367,0,N,N,N,N,396,,994.24,Credit Card,,0,79.2,3.5,Married,1,Rented,2.8,589589,2,N,12,0,05-12-2025,Verified
